"Speaker","Speech"
"Chairman Dodd","Good morning. The Committee will come to order. Let me welcome my colleagues who are here, as well as our witnesses. We have a very busy morning today. We have got a long list of very distinguished witnesses to appear before us this morning on the subject matter of enhancing investor protection and the regulation of securities markets. This is the ninth--is it the ninth or tenth?--on the general matter of the modernization of Federal regulations and the second very specific hearing on the securities industry itself. There is an awful lot of ground to cover here. We have three panels this morning, the first, of course, involving Mary Schapiro, the Chairman of the Securities and Exchange Commission, and Fred Joseph, who is the President of North American Securities Administrators Association. A second panel of witnesses who have been before this Committee on numerous occasions, of course, the previous Chairs--I see Mr. Breeden is here already this morning, and Arthur Levitt and others, along with Paul Atkins, who will be testifying about their experience, background, how this all emerged, and their thoughts on how we move forward. And then a third panel of witnesses who will give us some very current experiences they are going through and ideas and thoughts as to how we ought to proceed. So I appreciate their testimony. What I am going to do is have opening statements by just Senator Shelby and myself, although Senator Warner is here, and as long as no one else shows up, you can make an opening statement, because I worry about if we have everybody show up, we will be here until midnight tonight. "
"Senator Shelby","Governor Warner--he is used to those opening statements."
"Chairman Dodd","Yes, I know. Well, he was a good Governor and he is a good Senator. We welcome him to this Committee. Then I am going to ask my colleagues--we are going to have one round on the first panel. As much as there are many questions, obviously, we have for both of you, but if we end up with too many rounds, we will never get to the second and third panels, and colleagues have busy schedules as well, as do our witnesses. So we will cut it off after one round. Then we will go to the second panel, which I will leave a little more open, given the backgrounds of our witnesses, and the third panel. With that, let me share some opening comments and then turn to Senator Shelby, and then we will go right to our witnesses this morning. Today, the Committee meets, as I said, for our second hearing to examine the securities market regulation, the ninth hearing on this general matter of modernization of Federal regulations. This hearing is to discuss how investors and our entire financial system are protected, or lack of protection, in the future from the kind of activities that led to the current crisis. This hearing is one of a series, as I mentioned, of nine we have already convened to modernize the overall regulatory framework and to rebuild our financial system. And I saw this morning the headlines of our local newspaper here, the direction that the Secretary of the Treasury is heading. I welcome that. This is all within about 60 days of this administration coming to office. We will not have all the time this morning to go over that. This Committee will be meeting at the request of the Treasury tomorrow with Democrats and Republicans to listen to some of these thoughts. It is not a formal hearing. We will have one of those. But given the time constraints and the fact that the administration is heading overseas to the meeting coming up with the G-20, we thought it would be worthwhile to have at least a briefing as to where this thing is heading. So we welcome that and are excited over the fact that they are going to be proposing some thoughts in this area as well. We are also very excited to have two witnesses who are not only former Chairmen of the SEC but also, I might add, residents of my own State as well, having Arthur Levitt and Richard Breeden with us. From the outset, I have argued that our financial system is not really in need of reform but modernization, that truly protecting consumers and investors in the decades to come will require a vast overhaul of our financial architecture that recognizes the extraordinary transformation that has occurred over the last quarter of a century, and it is extraordinary. And nowhere has that transformation been clearer than in the area of securities, which have come to dominate our financial system, now representing 80 percent--80 percent--of all financial assets in the United States. With pension funds, the proliferation of 401(k)s and the like, today half of all households in the United States are invested in some way in the securities markets. As Federal Reserve Governor Dan Tarullo said at our last hearing on this subject matter, ``The source of systemic risk in our financial system has, to some considerable extent, migrated from traditional banking activities to markets over the last 20 or 25 years.'' In essence, as the assets of our financial system have shifted from banking deposits to securities, so too have the dangers posed to our economy as a whole. We need regulators with the expertise, tools, and resources to regulate this new type of financial system. At our last hearing on this subject, this Committee heard about the need to watch for trends that could threaten the safety of our financial system. Our witnesses had different views on what regulatory body should perform that function. Some felt it should be given to a special commission made up of the heads of existing agencies. Others have argued for a new agency or to give that authority to an existing regulator. As I have said, given the regulatory failures we saw in the lead-up to this crisis, I have concerns, and I think many of my colleagues have also expressed, about this authority residing exclusively within one body. And I re-express those views this morning. For instance, we have seen problems with the regulated bank holding companies where they have not been well regulated at the holding company level. And while there are many aspects to our financial system, systemic risk itself has many parts as well. One is the regulation of practices and products which pose systemic risk, from subprime mortgages to credit default swaps, and that is why I remain intrigued by the idea of a council approach to address this aspect of systemic risk. And I know our previous witnesses Paul Stevens with the Investment Company Institute and Damon Silvers with the AFL-CIO have both recommended this type of concept. Of course, systemic risk is only one issue which we are examining. At our last hearing on this subject matter, we heard how we could increase transparency by addressing the risks posed by derivatives. We heard ways to improve the performance of credit rating agencies, who failed the American people terribly, by requiring them to verify the information they used to make those ratings. And, more recently, Secretary of Treasury Geithner has proposed the creation of a resolution mechanism for systemically important nonbank financial institutions, and I will be very interested in hearing from you, Chairman Schapiro, on that subject matter, what your thoughts are and the role the SEC should play. In providing this authority to the FDIC, I am pleased that they have recognized the need to ensure that powerful new tools do not all reside, again, with any single agency. These are all ideas that deserve careful examination, which we will engage in here at this Committee. Today's diverse panel, including representatives from hedge funds, credit rating agencies, retail investors, industry self-regulatory organizations, paints a very vivid picture of the numerous issues facing the securities markets at this moment. The goals of modernization are clear, in my view: consistent regulation across our financial architecture with strong cops on the beat in every neighborhood; checks and balances to ensure our regulators and the institutions that oversee them are held accountable; and transparency so that consumers and investors are never in the dark about the risks they will be taking on. The time has come for a new era of responsibility in financial services. That begins with the rebuilding of our 21st century financial architecture from the bottom up, with the consumer clearly in our minds in the forefront. It begins with the work of this Committee, and, again, this is now almost the tenth hearing on the subject matter. Senator Shelby and I and our colleagues here are determined to play a constructive and positive role as we help shape this debate in the coming weeks. With that, let me turn to Senator Shelby. "
"STATEMENT OF SENATOR RICHARD C. SHELBY"," "
"Senator Shelby","Thank you, Mr. Chairman. I look forward to hearing from our witnesses today. I am particularly interested in hearing from SEC Chairman Schapiro about the steps that she is taking to address the agency's recent regulatory failures. This includes the disappearance of the investment banks, the SEC's largest regulated entities there; the systemically devastating failures by the credit rating agencies that enjoy the SEC's implicit seal of approval; and the Madoff fraud. I believe that changes in the way the agency is managed and how its resources are used will be of utmost importance in getting the SEC back on the right track. The insights of former SEC Chairmen and Commissioners, State securities regulators, and self-regulatory organizations will also be useful in determining what changes may be needed. For that reason, I am pleased that we have representatives of each of these groups here today. Only by hearing a wide range of perspectives and by digging deep inside these agencies and failed financial institutions will we be able to fully understand how we got into this crisis, how we can get out of it, and how we can prevent them in the future. Mr. Chairman, I think we are on the right road here breaking all this down into the various parts, and I commend you for that."
"Chairman Dodd","Thank you very much. I only see a couple of our colleagues, and I know that Senator Corker likes to give long opening statements. "
"Chairman Dodd","So I am going to presume we are going to pass and get right to our witnesses. All right. Senator Tester, any quick comments?"
"Senator Tester","Well, since Senator Corker is here, I want to give a long opening statement. "
"Senator Tester","I pass."
"Chairman Dodd","Well, again, Chairman Schapiro and Mr. Joseph, we thank you for coming before the Committee, and let me just say to my colleagues and witnesses--I always say this, but it needs to be said--that any supporting documents and information you think would be helpful in expanding your answers to questions or comments or full opening statements my colleagues would like to make will be included in the record as we go forward. And we will leave the record open for several days because invariably there will be additional questions I think my colleagues would like to ask, and we will leave that record open and ask you to respond as quickly as possible. With that, Chairman Schapiro, we welcome you before the Committee again. "
