"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Again, I want to welcome my colleagues, welcome the Secretary. We are pleased to have you before us again, Mr. Secretary, this morning. I welcome our audience that is here this morning. We will proceed in the following manner: I will make some opening remarks. I will ask Senator Shelby as well if he would care to make any opening remarks. And then to move things along, unless any Member here is so compelled, I would like to get right to the Secretary for his comments, then get right to the questioning if we can as well. So that is the manner in which we will proceed, but I thank everyone for making it here this morning. Again, Mr. Secretary, thank you for being with us. This morning we are going to conduct this hearing on the administration's proposal to modernize the financial regulatory system, and for those of us--I was there yesterday at the White House to hear the President make his presentation, along with many others. So good morning and thank you again for being with us. I would like to welcome the Secretary, who is here to discuss the administration's proposal. Mr. Secretary, we applaud your leadership on a very complex set of issues intended to restore confidence and stability in our financial system, and I, along with my colleagues, look forward to exploring the details of your plan and working with you and our colleagues here and the other body on this truly historic endeavor. In my home State of Connecticut and around the Nation, working men and women who did nothing wrong have watched the economy fall through the floor, taking with it their jobs, in many cases their homes, their life savings, and the economic security that has always been the cherished promise of the American middle class. These people, our constituents across the contractor, the American taxpayer, are hurting. They are very angry and they are worried, and they are wondering who is looking out for them. I have seen firsthand how hard people work in my State, as I know my colleagues here--and you have, too, Mr. Secretary, what they do to support their families, to build financial security for themselves. I have seen, as well as my colleagues have, how devastating this economic crisis has been for them. And I firmly believe that someone should ``have their backs,'' as the expression goes. So as we work together to rebuild and reform the regulatory structures whose failures led us to this crisis, I, along with my colleagues here, will continue to insist that improving consumer protection be a first principle and an urgent priority. I welcome the administration's adoption of this principle, and I am pleased to see it reflected in the plans that we will be discussing this morning. At the center of this effort will be a new, independent consumer protection agency to protect Americans from poisonous financial products. This is a very simple, common-sense idea. We do not allow toy manufacturers to sell toys that could hurt our children. We do not allow electronic companies to sell defective appliances. Why should a usurious payday loan be treated any differently than we treat an unsafe toy or a malfunctioning toaster? Why should an unscrupulous lender be allowed to dupe a borrower into a loan the lender knows cannot be repaid? There is no excuse for allowing a financial services company to take advantage of American consumers by selling them dangerous financial products. Let us put a cop on the beat so that this spectacular failure of consumer protection at the root of this mess is never repeated again. We have been engaged in an examination of just what went wrong in the lead-up to this crisis since February of 2007 when experts and regulators from across the spectrum testified before this very Committee that poorly underwritten mortgages would create a tsunami of foreclosures. Those mortgages were securitized and sold around the globe. The market is supposed to distribute risk, but because for years no one was minding the store, these toxic assets served to amplify risk in our system. Everything associated with these securities--the credit ratings applied to them, the solvency of the institutions holding them, and the creditworthiness of the underlying borrowers--became suspect. And as the financial system tried to pull back from these securities, it took down some of the country's most venerable institutions--firms that had survived world wars, great depressions, down for decades and decades, and wiped out over $6 trillion in household wealth since last fall alone. Stronger consumer protection I believe would have stopped this crisis before it started. Consumers were sold subprime and exotic loans they could not afford to repay and were, frankly, cheated. They should have been the canaries in the coal mine. But instead of heeding the warnings of many experts, regulators turned a blind eye, and it was regulatory neglect that allowed the crisis to spread to the point where the basic economic security of my constituents and millions more around the country here, including folks who have never seen or heard of mortgage-backed securities, was threatened by the greed of some bad actors on Wall Street and elsewhere and the failure of our regulatory system. To rebuild confidence in our financial system, both here at home and around the world, we must reconstruct our regulatory framework to ensure that our financial institutions are properly capitalized, regulated, and supervised. The institutions and products that make up our financial system must act to generate wealth, not destroy it. In November, I announced five principles which would guide the Banking Committee's efforts in the coming weeks and months. First and foremost, regulators must be focused and empowered aggressive watchdogs rather than passive enablers of reckless practices. Second, we have to remove the gaps and overlaps in our regulatory structure that have encouraged charter shopping and a race to the bottom in an effort to win over bank and thrift clients. Third, we must ensure that any part of our financial system that poses a systemic wide risk is carefully and sensibly supervised. A firm too big to fail is a firm too big to leave unmonitored. Fourth, we cannot have effective regulation without more transparency. Our economy has suffered from the lack of information about trillion-dollar markets and the migration of risks within them. And, fifth, our actions must help Americans remain prosperous and competitive in a global marketplace. These principles will guide my consideration of the plan that you bring to our Committee this morning, Mr. Secretary, and I believe that we can find common ground in a number of the areas contained in your proposal. And I want to thank you again for your leadership on these issues as well as for your willingness to consider different perspectives in forging this plan. I hope you will view this as a continuation of the dialogue that you have had with Members of this Committee, both Democrats and Republicans, as we work together to shape a regulatory framework that will serve our Nation well into the 21st century. I want to thank all of my colleagues on this Committee as well, by the way, who have demonstrated a strong interest in this issue and are determined to work together. Senator Shelby will obviously give his own opening remarks, but he and I have talked on numerous occasions about how this issue that we will grapple with here as a Committee may be the most important thing this Committee will have done in the last 60 or 70 years or the most important thing any one of us is going to do as a Members of this Committee for years to come--getting this right. I do not sense on this Committee any great ideological divides. What I do sense is a determination to figure out what works best, to get it right, and to get the job done. So I am really excited about the opportunity that is being posed by the proposal you have put forward and the work in front of us. And I want to urge everyone on our Committee and elsewhere to remember that at the end of the day, at the end of all of this, the success of what we attempt will be measured by its effect on the borrower, on the shareholder, on the investor, the depositor, the consumers, and taxpayers seeking not to attain extravagant wealth but simply to grow a small business, pay for college, buy a home, and pass on something to their children. That is the American dream, and that is what we are gathered to restore. Let me just say, while it is not part of my remarks I prepared for this morning, when I pick up the morning newspaper and I read the first headline here, ``Fault Lines Emerge as Industry Groups Blast Plan to Create Consumer Agency,'' what planet are you living on? The very people who created the damn mess are the ones now arguing that consumers ought not to be protected. They are the people who have paid this price. And the idea that you are going to first want to attack the very clients and customers who depend upon you every day is not the place to begin. And so I am somewhat upset when I see those kinds of remarks when we are trying to look for cooperation and building some common ideas. With that, I turn to Senator Shelby. "
"STATEMENT OF SENATOR RICHARD C. SHELBY"," "
"Senator Shelby","Thank you, Mr. Chairman. I have said on a number of occasions that reforming our financial regulatory system may be, as Senator Dodd has indicated, the most significant thing many of us will do while serving in the U.S. Senate. We all know how difficult it can be to shepherd even minor bills through the legislative process, let alone anything as significant as financial regulatory reform. We also know equally well that the opportunity to accomplish something of this magnitude can be fleeting, which presents a bit of a conundrum. We certainly want to strike while the iron is hot, but we also want to make the most of the opportunity that has been presented. The philosopher William James once said, ``He who refuses to embrace a unique opportunity loses the prize as surely as if he has failed.'' I hope that we do not collectively refuse to embrace this unique opportunity because here failure I believe is not an option. The President has put forward his plan. It deserves our careful consideration. That consideration will involve not only an evaluation of his proposed reforms but, more importantly, a close examination of the facts upon which he based his recommendations. The administration's factual predicate can then be compared with the Committee's findings as soon as we complete our examination of the crisis. I have said many times this Committee must first clearly identify what went wrong before we even began to consider a response. It is my hope that we can take advantage of some of the work done by the Secretary and others in the administration. It would be helpful if Secretary Geithner could share with Congress any and all documents and information used in their process in their recommendation. As is the case with all legislative efforts, laws are built around consensus, and consensus is achieved when all parties can agree on either facts or principles. There is one fact upon which I believe we have reached a complete agreement. Our financial regulatory system is antiquated and inadequate. I am not as confident, however, that we have reached agreement on what principles should guide our efforts yet. As we begin evaluating the President's plan, I want to highlight the key considerations that I believe should guide our process as we move forward. First, notwithstanding the great difficulties we have recently experienced, private markets still provide the best means for achieving our full economic potential. Risk taking is an essential ingredient in these markets, and while we should improve our ability to manage risk, we cannot simply eliminate risk taking without sacrificing the foundation of our free market system. We must also remember that risk is a two-way street. Those who take risk must be prepared to suffer the losses as well as enjoy the gains. Any reforms we adopt must reduce expectations that some firms are simply too big to fail. Second, we must establish regulatory mandates that are achievable. This is especially true with respect to the regulation of systemic risk. And while there is wide agreement that we have experienced a systemwide event, we have spent very little time discussing the concept of systemic risk, determining how best to regulate it, or even establish whether it can be regulated at all. Third, I believe that regulators should have clear and manageable responsibilities and be subject to oversight and proper accountability. I am concerned that we already have a number of regulators that do not currently meet these criteria, and the administration is contemplating giving them additional responsibilities. For example, the Federal Reserve already handled monetary policy, bank regulation, holding company regulation, payment systems oversight, international banking regulation, consumer protection, and the lender-of-last-resort function. These responsibilities conflict at times, and some receive more attention than others. I do not believe that we can reasonably expect the Fed or any other agency effectively play so many roles. In addition, the Federal Reserve was provided a unique independent status to assure world markets that monetary policy would be insulated from political influence. The structure of the Federal Reserve involves quasi-public reserve banks that are under the control of boards with members selected by banks regulated by the Fed. By design, the board and the reserve banks are not directly accountable to Congress and are not easily subject to congressional oversight. Recent events have clearly demonstrated that the structure is not appropriate for a Federal banking regulator let alone a systemic regulator. Finally, while we have a responsibility to identify and repair the weaknesses of our current regulatory structure, we also have a duty to position our regulatory system for the future. Since World War I, we have been the world's financial market of choice. That is rapidly changing. We must do everything we can to not only ensure the safety and soundness of our financial system, but also its competitive standing in the world. The President has now added his voice to the debate, and it is now up to us to add ours. As we do, I hope that we will not allow the administration's recommendations to limit the debate that we are about to undertake. While we have a very difficult task before us, I also believe we have a unique opportunity to do something significant. I urge my colleagues to focus on creating a regulatory system for the next century, not one that merely seeks to remedy the mistakes of the last few years. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you very much, Senator. Mr. Secretary, we welcome you once again before the Committee and look forward to your testimony. And, by the way, any supporting documents and other materials--Senator Shelby recommended that it might be helpful for the Committee to see and discuss with you and your staff and others the background material that you used in formulation of this could be helpful as well as we move forward. So I welcome that suggestion by my friend from Alabama. I would say, by the way, all statements of my colleagues as well and any data and supporting material they would like to be included in the record of this hearing will be--we will just consider that done as well as we move forward. Mr. Secretary, welcome. "
"STATEMENT OF TIMOTHY GEITHNER, SECRETARY, DEPARTMENT OF THE TREASURY"," "
"Secretary Geithner","Mr. Chairman, Ranking Member Shelby, and Members of the Committee, it is a pleasure to be here. I welcome this debate. This is a critically important debate for our country, and I think it is time we get to it. Over the past 2 years, our Nation has faced the most severe financial crisis since the Great Depression. Our financial system failed to perform its critical functions. The system magnified risks. Some of the largest institutions in the world failed. The resulting damage affected the country as a whole, affecting virtually every American. Millions have lost their jobs and their homes. Hundreds and thousands of small businesses have shut down. Students have deferred college and education, and workers have had to shelve their retirement plans. American families are making essential changes in response to this crisis. It is our responsibility to do the same, to make our Government work better. And that is why yesterday President Obama unveiled a sweeping set of regulatory reforms to lay the foundation for a safer, more stable financial system, one that can deliver the benefits of market-driven financial innovation even as it guards against the dangers of market-driven excesses. Every financial crisis of the last generation has sparked some effort at reform, but past efforts have been begun too late, often after the will to act has subsided. We cannot let this happen this time. We may disagree about the details, and we will have to work through these issues. But ordinary Americans have suffered too much. Trust in our financial system has been too shaken, and our economy was brought too close to the brink for us to let this moment pass. In crafting our plan, the administration has sought input from all sources. We consulted extensively with Members of Congress, regulators, consumer advocates, business leaders, academics, and the broader public. And we looked at a range of proposals made by a number of bodies here in the United States over the last several months. We considered a full range of options, and we made the judgment that now was the time to pursue the essential reforms, those that address the core causes of the crisis and those that will help prevent or contain future crises. I want to be clear. Our plan does not address and does not seek to address every problem in our financial system. That is not our intent, and we do not propose reforms that, while desirable, would not move us toward achieving those core objectives of creating a more stable system and addressing those vulnerabilities that are critical to our capacity to prevent future crises. We have laid out the details of our proposals in public, so I just want to spend a few minutes explaining some of the broad principles that guided our proposals. First, if this crisis has taught us anything, it is that risks to our system can come from almost any quarter. We must be able to look in every corner and across the horizon for dangers, and our system was not able to do that. While many of the firms and markets at the center of the crisis were under some form of Federal regulation, that supervision did not prevent the emergence of large concentrations of risk. A patchwork of supervisory responsibility, loopholes that allowed some institutions to shop for the weakest regulator, and the rise of new institutions and instruments that were almost entirely outside the Government's supervisory framework left regulators largely blind to emerging dangers. And regulators were ill equipped to spot systemwide threats because each was assigned to protect the safety and soundness of individual institutions under their watch. None was assigned to look out for the broader system as a whole. That is why we propose establishing a Financial Services Oversight Council to bring together the heads of all the major Federal financial regulatory agencies, and this council will help ensure that we fill gaps in the regulatory structure where they exist and where they emerge. It will improve coordination of policy and help us resolve disputes across agencies. And, most importantly, it will have the power to gather information from any firm or market to help identify and help the underlying regulators respond to emerging risks. The council will not have the responsibility for supervising the largest, most complex, interconnected institutions, and the reason for that is simple. That is a highly specialized, complicated task, and it requires tremendous institutional capacity and organizational accountability. Nor would the council be an appropriate first responder in a financial emergency. You cannot convene a committee to put out a fire. The Federal Reserve is the best positioned to play that role. It already supervises and regulates bank holding companies, including all major U.S. commercial and investment banks. Our plan is to give it a carefully designed, modest amount of additional authority, and clearer accountability for the Fed to carry out that mission, but we also take some important authority and responsibilities away from the Federal Reserve. Specifically, we propose removing from the Federal Reserve and other bank regulators oversight responsibility for consumers. Historically in those agencies, consumer interests were often perceived to be in conflict with the broader mandate of the institutions to protect safety and soundness. That brings me to our second key priority: consolidating protection for consumers and ensuring they understand the risks and rewards associated with financial products sold directly to them. Before this crisis, many Federal and State regulators had authority to protect consumers, but few viewed it as their primary mission. As abusive practices spread, particularly in the market for subprime and nontraditional mortgages, our regulatory framework proved inadequate. And this lack of oversight, as the Chairman said, led millions of Americans to make bad financial decisions that emerged as a core part, a core cause of this crisis. Consumer protection is not just about individuals, but it is also about safeguarding the system as a whole. Now, this Committee, the Congress, and the administration have already taken important steps to address consumer problems in two key markets--those for credit cards and the beginning mortgages--and our view is that those are a sound foundation on which to build more comprehensive reform. We propose the establishment of a Consumer Financial Protection Agency to serve as the primary Federal agency looking out for the interests of consumers of credit, savings, payments, and other financial products. This agency will be able to write rules that promote transparency, simplicity, and fairness, including standards for standardized, simple, plain vanilla products that have straightforward pricing. Our third priority is to make sure that reform, while discouraging abuse, encourages financial innovation. The United States remains the world's most vibrant and most flexible economy in large measure because our financial markets create a continuous flow of new products, services, and capital. That makes it easier for the innovator to turn a new idea into a growing company. Our core challenge, though, is to design a system which has a proper balance between innovation and efficiency on the one hand and stability and protection on the other. We did not get that balance right, and that requires substantial reform. We think the best way to keep the system safe for innovation is to have stronger protections against risk with stronger capital buffers, to have greater disclosure so that investors and consumers can make more informed financial decisions, and a system that is better able to evolve as innovation advances and the structure of our financial system changes in the future. Now, I know that some suggest we need to ban or prohibit specific types of financial instruments as too dangerous, and we are proposing to strengthen consumer protections and investor protections and enforcement by, among other things, prohibiting a range of abusive practices, such as paying brokers for pushing consumers into higher-priced loans or penalties for earlier repayment of mortgages. In general, however, we do not believe you can build a system based on--a more stable system based on an approach of banning on a periodic basis individual products because those risks will simply emerge quickly in new forms. Our approach is to let new products develop, but to bring them into a regulatory framework with the necessary safeguards in place. Our tradition of innovation in the financial sector has been central to our prosperity as a country, so our reforms are designed to strengthen our markets by restoring confidence and accountability. Finally, Mr. Chairman, a fourth priority is to address the basic vulnerabilities and our capacity to manage future crises. We came into this crisis without an adequate set of tools to confront and deal with the potential failures of large, complex financial institutions. That left the Government with extremely limited choices when faced with the failure of the largest insurance company in the world and some of the world's largest investment banks. And that is why, in addition to addressing the root causes of this crisis, putting in place a better framework for crisis prevention in the future, we have to act to give the Government better tools to manage future crises. At the center of this, we propose a new resolution authority modeled on the existing authority of the FDIC to manage the failure of weak thrifts and banks, and that will give us more options in the future that we should have had going into this crisis. This will help reduce moral hazard by allowing the Government to resolve failing institutions in ways that impose costs on owners, creditors, and counterparties, making them more vigilant and prudent. Now, we have to also minimize moral hazard created by institutions that emerge with a scale and size that could threaten stability. No one should assume that the Government in the future will step in to bail these institutions out if they fail. We will do this by making sure financial firms follow the example of families across the country and build bigger protections, bigger cushions, bigger safeguards as a precaution against bad times. We will require all firms to keep more capital and more liquidity on hand as a greater cushion against future losses and risks, and the biggest, most interconnected firms will be required to keep larger cushions, larger shock absorbers against future shocks. Now, the critical test of our reforms will be whether we make the system strong enough to withstand the stress of future recessions and strong enough to withstand the failure of large institutions in the future. These are our basic objectives. We want to make the system safer for failure and safer for innovation. We cannot afford inaction. As both the Chairman and Ranking Member said, I do not think we can afford a situation where we leave in place vulnerabilities that will sow the seeds for future crises, so we look forward to working with this Committee in the weeks and months ahead to put in place a stronger foundation for a more stable financial system in the future. Thank you very much, Mr. Chairman."
"Chairman Dodd","Thank you very much, Mr. Secretary. We have a full complement of Members here this morning, and so I am going to be a bit more disciplined about the 5 minutes. That way we can get through the Members who are here; otherwise, if it goes on too long, we do not get a chance to do that. So I will instruct the clerk to put that clock on, and if Members would be careful to watch it themselves so we get to include everyone in the questioning this morning. Let me begin, Mr. Secretary, with a question regarding mortgage protections. I strongly support your notion of a Consumer Financial Protection Agency. I would point out to you, as I know you are aware as well, we gave the authority back in, I think, 1994 with the HOEPA legislation. It was not a request but it was a mandate that they formulate regulations to protect against some of the very abuses that led to the mortgage crisis in the country. And so merely designating someone to do a job does not always get the job done, obviously, as we have learned painfully in all of that. What I would like to know is, while it is not included specifically--and the other body, the House, has dealt with this differently--there is a strong interest on this Committee to deal with the mortgage reform provisions in the bill. And what I want to get from you, if I can, at the outset, would you be willing to work with us on including language as part of this overall reform effort that would do that as well?"
"Secretary Geithner","Yes. We think that is very important."
"Chairman Dodd","Well, I appreciate the answer to that. Let me go to the issue--and, again, I want to state--I think all of us have had a chance to talk about this, and obviously the debate about, one, whether or not you want a systemic risk regulator, which I certainly do, and then the question who does it and what authorities do you give them. From my standpoint, I am open on the issue. I have not made up my own mind what is the best alternative. Obviously, you have submitted a plan that gives that authority to the Fed. But let me raise some questions that have been raised by others about the wisdom of that move to the Fed and not looking at the more collegial approach or some other alternative. A fellow by the name of Mark Williams, a professor of finance and economics at Boston University and a former Fed examiner, said the following: ``Giving the Fed more responsibility at this point''--and he had a rather amusing analogy--``is like a parent giving his son a bigger, faster car right after he crashed the family station wagon.'' SEC former Chairman Richard Breeden testified before this Committee, and he said the following: ``The Fed has always worried about systemic risk. I remember in 1982 and 1985 the Fed talking about that it worried about systemic risk. They have been doing that, and still we had a global banking crisis. The problems like the housing bubble, the massive leverage in the banks, the shaky lending practices, and subprime mortgages, those things were not hidden. They were in plain sight.'' And perhaps most significantly, Chairman Volcker in response to a question by Richard Shelby back in February in a hearing we had in this Committee testified that he had concerns about giving the Fed too many responsibilities that would undermine their ability to conduct monetary policy. So the question that many are asking, not just myself but others on this Committee and elsewhere, is: Given the concerns that have been expressed by the former Chairman of the Federal Reserve, the former Chairman of the SEC, and others about the Fed's track record as well as the multiple responsibilities that the Fed already has, why is it your judgment that the Fed should be given this additional extraordinary authority and power? And does it not conflict in many ways or could it not conflict with their fundamental responsibility of conducting monetary policy?"
"Secretary Geithner","Mr. Chairman, I agree with you. These are some of the most important issues we are going to have to confront together, and I think that you and many others have expressed a number of thoughtful concerns about not just the role of the Fed going forward, but how to think about the right mix of accountability and authority in these areas. So let me just say a few things in response. I think you need to start--we need to start with the recognition that central banks everywhere around the world, in this country and everywhere else, were vested with the dual responsibility at the beginning for both monetary policy and some role in systemic financial stability. That is true here. It is true everywhere. And there is no, I believe, no necessary conflict between those two roles. For example, the Fed has got an exemplary record of keeping inflation low and stable over the last 30 years, even though it had the set of responsibilities you outlined that take it into the areas of financial stability. So I see no conflict. The second point I would make is the following. If you look at the experience of countries in this financial crisis who have taken away from their central bank, from their equivalent of our Federal Reserve, and given those responsibilities for financial stability, for supervision, for looking across the system to other agencies, I think they found themselves in a substantially worse position than we did as a country, with in many ways a worse crisis, with more leverage in their banking systems, with less capacity to act when the crisis unfolded, for a simple basic reason, I think. If you require a committee to act, if the people that have to act in the crisis, if the fire department has no knowledge of the underlying institutions it may have to lend to in crisis, it is likely to make less good judgments in that context. It may be too tentative to act or it may act less with--too indiscriminately in a crisis in that context. So if we look at the experience of many countries in the docu-differ model, it is not encouraging. The model where you take those responsibilities away from the central bank and vest them somewhere is not an encouraging model, in our judgment. I think you see those countries, if you listen carefully, moving in the other direction. Just a few other quick things in response. Our proposals for the additional authority we are giving the Fed are actually quite modest and build on their existing authorities. So, for example, the Fed already is the holding company supervisor of the major firms in the United States that are banks, or built around banks, but it was not given in Gramm-Leach-Bliley clear accountability and authority. It was required to defer to the functional supervisors responsible for overseeing the banks and the broker dealers. That is a bad mix of responsibility without authority, but we are proposing just to tighten that up and clarify it so they feel perfectly accountable for exercising that authority. In the payments area, the Fed has a general responsibility for looking at payment systems, but very limited, weak authority in terms of capital, which is essential to our reform proposals and central to any effort to create a more stable system. The Fed has some role today in helping set capital requirements, but that role is very constrained by the requirements of consensus across a very complicated mix of other regulatory authorities. Those are the key areas where we propose giving the Fed modest additional authority and clarify accountability for responsibility. They are not a dramatic increase in powers. We are proposing to take away from the Fed responsibility for writing rules for consumer protection and enforcing those rules. That is a substantial diminishment of authority and preoccupation and distraction. We are also proposing to qualify their capacity to use their emergency powers to lend to an institution they do not supervise in the future and to require that to exercise that authority, they require the concurrence of the executive branch. So we proposed what we believe is a balanced package over this set of independent regulatory authorities for consumer protection, for market integrity, for resolution authority. We propose establishing a council that will play the necessary coordinating role. That will provide some checks and balances against the risk that those underlying agencies get things wrong. It provides the capacity to deal with gaps, adapt in the future. So those are some of the reasons. I want to just say one more thing to end. I don't think there is any regulator or any supervisor in our country, and I think this is true for all the other major economies, that can look at their record and not find things that they did not do well enough. That is certainly true of the Fed. On the other hand, if you look at where risks were most acute in our country, where underwriting standards were weakest, where consumer protections were least adequate, again, where systemic risk that threatened the system was most acute, those developed largely outside the direct and indirect purview of the Fed and the Fed was left with no responsibility and no ability to contain those basic risks, and that is an important thing for us to change if we are going to build a stronger system."
