"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Let me thank our witnesses for being here this morning, and colleagues as well, and just to notify the room how we will proceed. Again, there are only a handful of us here, but we have eight witnesses, and so we have got a long morning in front of us to go through these issues. And what I would like to do is I will make some opening remarks, turn to Senator Shelby, and then as long as the room does not all of a sudden get crowded with a lot of Members here, I will ask Senator Reed and Senator Bennet if you would like to make a couple of opening comments, and we will get right to our witnesses, who have supplied very thorough testimony. And if they each read all of their testimony, we are going to be here until Friday, in a sense. But it is very, very good and very helpful to us. So we will proceed along those lines and hopefully have a good, engaging morning here on a very, very critical issue. So I welcome all of you to the hearing this morning entitled ``Enhancing Investor Protection and the Regulation of Securities Markets.'' The purpose of today's hearing is to examine what went wrong in the securities markets and to discuss how we can prevent irresponsible practices that led to our financial system seizing up from ever happening again and how to protect investors, including small investors, from getting burned by the kinds of serious abuses and irresponsible behavior that we have seen in certain quarters of the markets in recent years. We are going to hear about proposals to regulate the securities market so that it supports economic growth and protects investors rather than threatens economic stability. As important, today we will begin to chart a course forward--a course that acknowledges how complex products and risky practices can do enormous damage to the heart of our financial system, the American people as well, absent a strong foundation of consumer and investor protections. Half of all U.S. households are invested in some way in securities, meaning the path we choose for regulating this growth and growing segment of our financial system will determine the futures not only of traders on Wall Street but of families, of course, across the country. A year ago this coming Saturday, the collapse of Bear Stearns underscored the importance role that securities play in our financial system today. When I was elected to the Senate in 1980, bank deposits represented 45 percent of the financial assets of the United States and securities represented 55 percent. Today, the securities sector dominates our financial system, representing 80 percent of financial assets, with bank deposits a mere 20 percent. As the securities market has expanded, so, too, has its influence on the lives of average citizens. Much of that expansion has been driven by the process known as ``securitization,'' in which everyday household debt is pooled into sophisticated structures, from mortgages and auto loans to credit cards and student loans. In time, however, Wall Street not only traded that debt, it began to pressure others into making riskier and riskier loans to consumers. And lenders, brokers, and credit card companies were all too willing to comply, pushing the middle-class family in my State of Connecticut and elsewhere across the country who would have qualified for a traditional secure product into a riskier subprime mortgage or giving that 17-year-old college student, who never should have qualified in the first place, a credit card with teaser rates that were irresistible but terms that were suffocating. As one trader said of the notorious subprime lender, they were moving money out of the door to Wall Street so fast, with so few questions asked, these loans were not merely risky, they were, in fact, built to self-destruct. As we knew it, securitization did not reallocate risk. It spread risk throughout our financial system, passing it on to others like a high-stakes game of hot potato. With no incentive to make sure these risky loans paid off down the road, each link in the securitization chain--the loan originators, Wall Street firms and fund managers, with the help of credit rating agencies--generated more risk. They piled on layers of loans into mortgage-backed securities, which were piled into collateralized debt obligations, which were in turn piled into CDO squared and cubed, severing the relationship between the underlying consumer and their financial institutions. Like a top-heavy structure built on shoddy foundations, it all, of course, came crashing down. I firmly believe that had the Fed simply regulated the mortgage lending industry, as Congress directed with the law passed in 1994, much of this could have been averted. But despite the efforts of my predecessor on this Committee, myself, and others over many years, the Fed refused to act. But the failure of regulators was not limited to mortgage- backed securities. As many constituents in Connecticut and elsewhere have told me, auction rate securities, misleadingly marketed as cash equivalents, left countless investors and city pension funds across the country with nothing when the actions failed and the securities could not be redeemed. As this Committee uncovered at a hearing about AIG last week, the unregulated credit derivatives market contributed to the largest quarterly loss in history. In recent months, we have unearthed two massive Ponzi schemes, bilking consumers, investors, charities, and municipal pension funds out of tens of billions of dollars that two separate regulators failed to detect in their examinations. In January, I asked Dr. Henry Backe of Fairfield, Connecticut, to address this Committee about the losses suffered by the employees at his medical practice in the Bernard Madoff fraud. His testimony prompted Senator Menendez and me to urge the IRS to dedicate serious resources to helping victims like Linda Alexander, a 62-year-old telephone operator from Bridgeport, Connecticut, who makes less than $480 a week and lost every penny of her retirement savings. In an instant, the $10,000 she had saved over a lifetime evaporated because regulators has no idea a massive fraud was occurring right under their noses. This crisis is the result of what may have been the greatest regulatory failure in human history. If you need any further evidence, consider this: At the beginning of the credit crisis in 2008, the SEC regulated five investment banks under the Consolidated Supervised Entity Program: Lehman Brothers, Bear Stearns, Merrill Lynch, Goldman Sachs, and Morgan Stanley--names synonymous with America's financial strength, having survived world wars and the Great Depression. And though the seeds of their destruction have been planted nearly a decade ago, each was sold, converted to a bank holding company, or failed outright inside of 6 months--every single one of them. Our task today is to continue our examination of how to begin rebuilding a 21st century financial structure. We do so not from the top down, focusing solely on the soundness of the largest institutions, with the hope that it trickles down to the consumer but, rather, from the bottom up, ensuring a new responsibility in financial services and a tough new set of protections for regular investors who thought these protections were already in place. The bottom-up approach will create a new way of regulating Wall Street. For the securities markets, that means examining everything, from the regulated broker-dealers and their sales practices, to unregulated credit default swaps. It means ensuring that the creators of financial products have as much skin in the game when they package these products as the consumers do when they buy them, so that instead of passing on risk, everyone shares responsibility. And that means we need more transparency from public companies, credit rating agencies, municipalities, and banks. We are going to send a very clear message that these modernization efforts, the era of ``don't ask''--in these modernization efforts, the era of ``don't ask, don't tell'' on Wall Street and elsewhere is over. For decades, vitality, innovation, and creativity have been a source of genius of our system, and I want to see that come back. It is time we recognized transparency and responsibility are every bit as paramount, that whether we are homebuyers, city managers, entrepreneurs, we can only make responsible decisions if we have the accurate and proper information. We want the American people to know that this Committee will do everything in its power to get us out of this crisis by putting the needs of people first, from constituents like Linda Alexander, who I mentioned a moment ago, to millions more whose hard-earned dollars are tied up in our securities markets. Today's hearing will provide an opportunity to hear ideas and build a record upon which this Committee can legislate a way forward for the American people to rebuild confidence in these securities markets, and to put our country back on a sound economic footing. With that, I thank our witnesses again for being here, and let me turn to my colleague, former Chairman, Senator Shelby. "
"STATEMENT OF SENATOR RICHARD C. SHELBY"," "
"Senator Shelby","Thank you, Chairman Dodd. I think the greatest challenge in dealing with this financial crisis is understanding its multiple, complex, and interrelated causes. This hearing provides us an opportunity to examine some of the causes that relate to our securities markets and securities regulation. Without presupposing the specific causes of the financial crisis, I think it is appropriate to conclude that a broad failure of risk management in the financial system led us to where we are today. It appears that everybody assumed that someone else was monitoring the risk. Regulators assumed that financial institutions had properly assessed the risk of their own activities or assumed that other regulators were watching what those entities were doing. Financial institutions failed to adequately monitor risks across business units and failed to thoroughly understand the risks associated with new financial products. They did not adequately assess either their exposures to or the health of their counterparties. Very sophisticated investors assumed that someone else had done their due diligence. Less sophisticated investors assumed, unreasonably, that asset prices would only climb. The excessive reliance on credit ratings and the failure of the market to develop a clearinghouse for credit default swaps are just two examples of this widespread market failure. The disastrous consequences of this nearly universal passing of the buck should serve as the guidepost for us and the SEC as we consider reforms. I think there should be clear lines of responsibility for regulators. Only then can Congress hold regulators accountable for their performance. It is also important not to make changes to the statutory and regulatory framework that would further lull market participants into believing that regulators or other market participants are doing their work for them. We cannot build a regulator big enough to be everywhere at all times. Market participants need to do their own due diligence before and after they make an investment decision. They need to bear the costs of an unwise investment, just as they reap the benefit of a wise investment. In the end, I believe our markets will be best served by the combined efforts of diligent regulators and responsible market participants working under rules that are clear and consistent. Uncertainty about the rules impedes the market from working as it should. Ad hoc Government actions lead private capital to sit on the sidelines because a change in rules can radically change a market participant's expected return. A consistent legal framework is an essential component of a competitive capital market. Investors will avoid a market if they believe the rules may change in the middle of the game. A clear example of this dynamic is the world of accounting where many are calling for the suspensions of mark-to-market because of the adverse impact that it is presently having on the books of so many companies. Accounting rules should be designed to ensure that a firm's disclosures reflect economic reality, however ugly that reality may be. Changing the accounting rules now will simply compound investors' wariness about investing in a market where many firms have bad or illiquid assets on their books. I will be interested in hearing from today's witnesses on this topic and how the SEC can improve its efforts to protect our securities markets while also facilitating continued innovation and responsible risk taking. Chairman Dodd, I thank you for calling this hearing. I think you are on to something here."
"Chairman Dodd","Well, Senator, thank you very, very much. We have got quite a row here of witnesses to testify. Let me turn to Jack Reed or Michael Bennet. Any opening quick comments, Jack?"
"Senator Reed","Mr. Chairman, I am very interested in hearing the witnesses assembled. We have an impressive panel. Thank you."
"Chairman Dodd","Senator Bennet."
"Senator Bennet","Mr. Chairman, thanks for holding the hearing. It is from this perspective truly a row of witnesses. "
"Senator Bennet","So I will wait until we are done."
"Chairman Dodd","Let me invite you as well, Senator, unless others show up, we are more than willing to have you--I am sorry I did not see you. If you want to move on up and join us here. "
"Chairman Dodd","If not, I am fearful I may call on you as a witness here."
