"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Let me apologize to my colleagues and the witnesses as well. It was a late hour last night when we changed the schedule, but as I am sure my colleagues are aware, anyway, we are going to have about six votes beginning around 10:30 to try and finish up the housing bill. And, therefore, I thought we would try to move this up a half an hour so we could have at least a good hour and a half with you. I am going to ask my colleagues to restrain themselves, if they can, in opening statements so we can get right to the witnesses and hear their thoughts. Sheila, welcome. Nice to have you back before the Committee. Let me just share some opening comments. Senator Shelby has a meeting. He will be here shortly. He had something around 9:10, so he will be coming along. I am going to begin. Normally, of course, I would wait for my colleague from Alabama, but in light of the fact of the change in the time here, we are going to begin, anyway, on this. So let me share some opening thoughts on this subject matter, and then we will go right to the witnesses. This morning is the 13th in a series of hearings since January to identify causes of the financial crisis and specific responses that will guide the Committee's formulation of the new architecture for 21st century financial services regulation. I welcome all of our witnesses. This morning, we are going to discuss regulating and resolving institutions whose failure would pose a risk to the financial sector and our underlying economy. To be sure, we meet at a moment when many of these so-called ``too-big-to- fail'' institutions are under a microscope, and for good reason. Consider for a moment the following financial institutions: Bear Stearns, Fannie and Freddie, Lehman Brothers, AIG, Washington Mutual, Wachovia, Citigroup, Bank of America. Inside of 14 months, every one of these institutions either failed or posed a risk of failing absent Government intervention. Some were sold under duress; others failed outright. Many were saved because the Government resorted to an array of loans, guarantees, and capital injections to keep these large, complex financial firms afloat. But, regardless, the result of this turmoil is clear, with 20,000 layoffs and 10,000 homeowners entering into foreclosure each and every day. As this Committee works to modernize our financial architecture, I believe it is essential that we identify ways to give the Government the tools it needs to unwind troubled, systemically important institutions in an orderly way that will put adequate safeguards in place to prevent unwarranted risky behavior on the part of the largest market actors and puts our economy at risk. And I would commend the administration again for sharing my belief that the resolution authority be given to the FDIC, with whom the expertise of unwinding failed institutions clearly lies. To be sure, we have seen unprecedented consolidation in the banking industry over the last few decades. In 1992, the 25 largest insured depository institutions accounted for a quarter of banking industry assets. As of 2008, the top 25 held over 60 percent of industry assets. Four U.S. bank holding companies now have over $1 trillion each in banking assets. At the same time the industry became increasingly consolidated, the institutions themselves became more interconnected, and as many of these failures have illustrated, their relationships with one another even more complex. The growth of the largely unregulated credit derivatives market and the ability to process transactions with increasing speed added to the unprecedented level of complexity as well. But it was the performance of our regulators, in my view, that spun this all out of control, allowing these financial institutions to take on more and more risk, more and more leverage, with far too much autonomy and far too little accountability. Essentially, regulators took our largest financial institutions at their word that they understood what they were doing, and clearly they did not. In fact, some had no idea at all. The question before this Committee today is how to prevent this from happening again and how do we create an architecture to allow for wealth creation and for productivity to be restored. Some have looked at the failure of many large, complex financial firms to manage their risks and the failure of regulators to adequately supervise them. They concluded that we can no longer afford to let institutions grow to a point where they put our financial system at risk. As economist Joseph Stiglitz has put it, many of these institutions became not just ``too big to fail,'' but also too big to save and too big to manage. Some would strictly limit the size of balance sheets or restore some of the restrictions on business line affiliations lifted a decade ago. Another option would be to impose more stringent capital requirements, deposit insurance assessments, and other costs to provide disincentives to becoming either too big or to complex. And still others suggest that it is unrealistic to believe that we could somehow abolish large, complex financial organizations. They suggest designing a regulatory framework that would make sure that taxpayers are not on the hook each time one of these companies gets in trouble. That would mean finding ways to ensure that the creditors as well as the shareholders can suffer losses when these companies get in trouble. As Warren Buffett said last week, the key to ensuring large financial institutions are run well is not only proper incentives for success, but also severe disincentives for failure. The truth is, unlike the average family in my State or my colleagues' States who has no choice but to live within their means, the large institutions throughout the crisis were always able to borrow more, draw down more, and relax their underwriting standards as their regulators stood by. Whatever else we do, that has to stop, in my view. Large financial companies may well need a different set of capital rules to ensure that they will have sufficient funds to absorb large, unprecedented losses. They may need new disclosure and responding requirements that would enable regulators to close them in an orderly way if they become troubled. If the AIG contemporary mess that this Committee helped to expose has taught us anything, it is that regulators need a much clearer picture of the arrangement that these firms get themselves into, not only to regulate them better but to extricate them from those arrangements if need be. Each of these approaches that I have mentioned this morning has merit, and it is my hope that today's hearing will offer an opportunity to fully explore each of these options. I will say again that I believe there is a need for systemic risk regulation to ensure that we no longer need to treat any institution as ``too big to fail.'' It is my preference that that authority not lie in one body. We cannot afford to replace Citi-sized financial institutions with Citi- sized regulators. The goals of our financial modernization efforts must be more transparency, more accountability, and more checks and balances. Today's witnesses I think will help us become better informed as to these steps. With that, I thank again everyone for being here, and, Sheila, we will begin with you. "
"STATEMENT OF SHEILA C. BAIR, CHAIRMAN, FEDERAL DEPOSIT INSURANCE CORPORATION"," "
"Ms. Bair","Good morning, Chairman Dodd, members of the Committee. Thank you for the opportunity to testify on the need to address the issue of systemic risk and the existence of financial firms that are deemed ``too big to fail.'' The financial crisis has taught us that too many financial organizations have grown in both size and complexity to the point that they pose systemic risk to the broader financial system. In a properly functioning market economy, there will be winners and losers. When firms are no longer viable, they should fail. Unfortunately, the actions taken during the recent crisis have reinforced the idea that some financial organizations are ``too big to fail.'' The most important challenge now is to find ways to impose greater market discipline on systemically important financial organizations. Taxpayers have a right to question how extensive their exposure should be to such entities. A strong case can be made for creating incentives that reduce the size and complexity of financial institutions. A financial system characterized by a handful of giant institutions with global reach, even with a single systemic regulator, is making a huge bet that they will always make the right decisions at the right time. There are three key elements to addressing the problem of ``too big to fail.'' First, financial firms that pose systemic risks should be subject to regulatory and economic incentives that require these institutions to hold larger capital and liquidity buffers to mirror the heightened risk they pose to the financial system. In addition, restrictions on leverage and the imposition of risk-based assessments on institutions and their activities would act as disincentives to the types of growth and complexity that raise systemic concerns. The second important element in addressing ``too big to fail'' is an enhanced structure for the supervision of systemically important institutions. This structure should include both the direct supervision of systemically significant financial firms and the oversight of developing risks that may pose risks to the overall U.S. financial system. Centralizing the responsibility for supervising these institutions in a single systemic risk regulator would bring clarity and accountability to the efforts needed to identify and mitigate the build-up of risk at individual institutions. In addition, a systemic risk council could be created to address issues that pose risks to the broader financial system by identifying cross-cutting practices and products that create potential systemic risk. The third element to address systemic risk is the establishment of a legal mechanism for quick and orderly resolution of these institutions similar to that which we use for the FDIC-insured banks. Over the years we have used this to resolve thousands of failed banks and thrifts. The purpose of the resolution authority should not be to prop up a failed entity indefinitely or to insure our liabilities, but to permit a timely and orderly resolution and the reabsorption of assets by the private sector as quickly as possible. Done correctly, the effect of the resolution authority will be to increase market discipline and protect taxpayers. For example, our good bank/bad bank model would allow the Government to spin off the healthy parts of an organization while retaining the bad assets that we could work out over time. To be credible, the resolution authority must be exercised by an independent entity with powers similar to those available to the FDIC to resolve banks and clear direction to resolve firms as quickly and inexpensively as possible. To enable the resolution authority to be exercised effectively, there should be a resolution fund paid for by fees or assessments on large, complex financial organizations. To ensure fairness, there should be a clear priority system for stockholders, creditors, and other claimants to distribute the losses when a financial company fails. Finally, separate and apart from establishing a resolution structure to handle systemically important institutions, our ability to resolve non-systemic bank failures would be greatly enhanced if Congress provided the FDIC with the authority to resolve bank and thrift holding companies affiliated with a failed institution. By giving the FDIC authority to resolve a failing bank's holding company, Congress would provide the FDIC with a vital tool to deal with the increasingly complicated and highly symbiotic business structures in which banks currently operate. The choices facing Congress in addressing ``too big to fail'' are complex, made more so by the fact that we are trying to address problems while dealing with one of the greatest economic challenges we have seen in decades. The FDIC stands ready to work with Congress to ensure that the appropriate steps are taken to strengthen our supervision and regulation of all financial institutions--especially those that pose systemic risk. Thank you."
"Chairman Dodd","Thank you very much. Mr. Stern, who is the President, I should point out, of the Federal Reserve Bank of Minneapolis, welcome to the Committee this morning, and thank you for accommodating the change in time as well. "
"STATEMENT OF GARY H. STERN, PRESIDENT AND CHIEF EXECUTIVE OFFICER, FEDERAL RESERVE BANK OF MINNEAPOLIS"," "
"Mr. Stern","Chairman Dodd, members of the Committee, thank you for the opportunity to review the ``too-big-to-fail'' problem with you today. The key to addressing ``too big to fail'' is to reduce substantially the negative spillover effects stemming from the failure of a systemically important financial institution. Before briefly going into specifics, I want to emphasize that these remarks reflect my views and not necessarily those of the Federal Reserve. To address the ``too-big-to-fail'' problem, we must understand the incentives of uninsured creditors of systemically important financial institutions, the incentives of the management of such institutions, and the incentives of policymakers responsible for economic and financial stability. We have a ``too-big-to-fail'' problem because creditors of such financial institutions expected, on the basis of relatively well-established precedents and on an understanding of policymakers' motivations, that protection would be provided if failure threatened. As a consequence, they had a most modest incentive to monitor the condition and prospects of these large institutions, leading to underpricing of risk taking. With risk underprices, and for a variety of other reasons as well, these institutions took on excessive amounts of it, leading eventually to the precarious position of some of them. And policymakers, fearing massive negative spillover effects to other institutions, financial markets more generally, and the economy itself, provided protection and validated creditor expectations. Just as incentives are at the heart of the ``too-big-to- fail'' problem, they necessarily must be at the heart of the solution. To address incentives, policymakers must deal with them at their core. Creditors must be put at risk of loss. Once uninsured creditors face appropriate incentives and change their behavior, the risk taking of systemically important institutions should diminish, reducing policymakers' concerns about spillovers. I have long maintained that ``too- big-to-fail'' bailouts are driven by concerns about potentially serious spillover effects. As a result, I recommend reforms that reduce the perceived or real threat of the spillovers that motivate after-the-fact protection of uninsured creditors, recognizing that policymakers first need to address the short- term problems in the financial system. I would start with three reforms that combined I call ``systemically focused supervision.'' First, I would increase supervisory focus on preparation for the potential failure of a large financial institution. This preparation will reveal the interconnections between firms and markets that may produce serious spillovers and identify the steps policymakers must take to address them. Second, I would enhance the existing prompt correct action regime by including forward-looking market data. This would help identify weak institutions that need early closure, which should reduce the losses and spillovers such institutions impose on others. Finally, I would advocate forthright communication of efforts to put creditors of systemically important firms at risk of loss. Creditors are not mind readers, and policymakers cannot expect them to divine the intention to put them at risk absent clear communication to that effect. I also support Government pricing through insurance premiums, for example, of the activities of systemically important financial institutions that potentially create significant negative spillovers. This seems like an efficient method for taking costs imposed on society and putting them rightly back on the firms to influence their behavior. I have considered other options as well for taking on ``too big to fail'' and discuss them in the written testimony. In contrast to these proposals, increasing the intensity of traditional supervision and regulation of large institutions has no clear ability to improve incentives and ultimately imposes losses on creditors. While I support efforts to improve it, I recognize that the recent record of traditional supervision and regulation in preventing excessive risk taking by systemically important firms is not encouraging. I have the same general reaction to proposals to reduce the size of large financial institutions. I have no particular empathy for managers and equity holders of large firms, but think efforts to break up these organizations will result in a focus on a very small number, thereby leaving many systemically important firms as is. Moreover, I am skeptical for the reasons noted previously that policymakers will effectively prevent the newly constituted smaller firms from taking on risks that can bring down others. In short, this reform does not seem to alter incentives sufficiently. I am more supportive of efforts to bring bank-like resolution regimes to non-bank but systemically important financial institutions. These proposals address some important spillovers and likely would work best if combined with the reforms I have already advocated. In closing, maintaining the status quo with regard to ``too big to fail'' could impose large costs on the U.S. economy. The economy cannot afford and does not have to ensure such costs. I encourage you to focus on proposals that address the underlying reason for protection of creditors of `too-big-to-fail'' financial institutions, namely, policymaker concerns about financial spillovers. I have offered a plan to address this crucial point. Absent this or a similar approach, I am concerned that we will not make significant progress against ``too big to fail.'' Thank you."
"Chairman Dodd","Thank you very much, Mr. Stern. We appreciate it. We appreciate both of you being with us. I will have the clerk turn on the clock. We will take about 5 minutes apiece or so as we move along here. I will not be rigid about it, but I will try to make sure everyone here--we have only a few members here this morning. Let me begin with you, Mr. Stern. You addressed this at least in your opening comments, and I wonder if you might be a bit more specific about it, and that is, this resolution mechanism we are talking about. I mentioned in my opening comments about the Treasury sort of embracing the idea that the FDIC probably has, of the existing regulatory agencies, the expertise and the background given their experience in dealing with banks to move in this direction. I wonder how you might react to it. Is there some idea of a bankruptcy court idea that may be more appealing? Can the FDIC, in your view, fill this function? What are your more specific----"
"Mr. Stern","Well, I am in favor of a bank-like resolution process for systemically important non-bank financial firms. I have been giving more thought, rather than to who, to how, and what I mean by that is it seems to me it is important that the resolution regime be established in a way that losses can, in fact, be put on uninsured creditors. And that requires, it seems to me, preparation in advance. That is, it gets to the spillover question I alluded to in my testimony. Policymakers will be unwilling to impose losses on creditors if they think the spillovers are going to do significant damage to other financial institutions, markets more generally, and the economy. So you want to prepare in the sense of both identifying, limiting, containing, and other ways of constraining the potential for spillovers. That has to be part of the preparation, in my judgment, for the effectiveness of that kind of resolution regime."
"Chairman Dodd","Okay. Let me raise this with both of you, if I can. Peter Wallison is going to testify in our second panel, be a witness in the second panel, and he raises an interesting concern: that a new system that tries to identify, regulate, resolve systemically important financial institutions may create a new class of protected companies that enjoy lower funding costs due to perceived Government backing and the like. I find that idea he has is intriguing, one that needs to be addressed. He sees this framework as expanding the safety net and adding moral hazard to the financial system in a way. Sheila, how do you react to that?"
"Ms. Bair","I think the concern relates to what we are talking about. We are talking about a resolution mechanism, not a bailout mechanism, and we think if you are going to create a new systemic risk regulator and identify it, particularly if that will involve identifying in advance institutions that could be systemic, that to do that without a separate resolution mechanism would dramatically increase moral hazard, because then you would be anointing institutions as those that the Government would continue to step in and support. So we think there needs to be a resolution mechanism that takes care of that, but we would certainly hope that Congress, if you took this step, would clearly set out a claims priority and say that the private stakeholders--the shareholders, and the unsecured creditors--would take losses and the priority for collateralized counterparties, et cetera. Also, the direction should be to resolve the institution promptly, not to just keep it going, but to break it up. I think a good bank/bad bank model would be a good one. We are set up already with our bridge bank authority to do that type of model. There was a good op-ed in the Wall Street Journal yesterday by Glenn Hubbard outlining that type of approach. Others have talked about it as well. But I think we need to be very clear that we are talking about a resolution mechanism, not a bailout mechanism, if we do that."
