"Speaker","Speech"
"Senator Johnson","As Congress and this Committee continue its work to stabilize financial institutions and promote our Nation's economic recovery, I have called this hearing today for regulators to give us an update on the current conditions of the financial institutions in our country. It is vital that we know what continuing challenges and concerns our Nation's institutions face. Specifically, I continue to be concerned about the lending environment for small businesses, the capital needs of institutions, and the impact of commercial real estate and other loan portfolios on balance sheets. In addition, while many of the large banks in our country have stabilized, the FDIC's list of troubled banks, many of them small community banks, is growing. While restructuring our Nation's regulatory system is this Committee's top priority, I do not think we can do that without a clear understanding of what is happening within the sector. Concerns and problems within individual financial institutions will still exist even with a new regulatory structure. Continuing to ensure the safety and soundness of viable institutions and the overall financial stability of our Nation's economy is vital to protecting all Americans' pocketbooks, savings, and retirement. I want to thank the witnesses for being here today, and I look forward to hearing from each of you regarding any developing trends or concerns within the banking industry or throughout the economy, and to hear of the regulatory or supervisory steps your agencies are taking to respond to these challenges. I will now turn to Senator Crapo for his opening statement."
"STATEMENT OF SENATOR MIKE CRAPO",""
"Senator Crapo","Thank you very much, Mr. Chairman, for holding this hearing to examine the current status of the banking and credit union industry. Failures of small banks continue to grow, and the key trouble spots are looming, such as commercial real estate loans. According to a recent New York Times article, about $870 billion, or roughly half of the industry's $1.8 trillion of commercial real estate loans, now sit on the balance sheet of small and medium-sized banks. I am interested in learning to what extent the TALF, or Term Asset-backed Securities Loan Facility, encouraged capital to enter the commercial real estate market and what other steps regulators can and should take to address this problem. Many community banks and credit unions have tried to fill the lending gap created by the credit crisis. Even with these efforts, it is apparent that many consumers and small businesses are not receiving the lending they need to refinance their home loan, to extend or keep their current business line of credit, or to receive capital for new business opportunities. Regulators need to be mindful that they strike the appropriate balance to bolster capital and meet the credit needs of our economy, and FASB's new rules on off-balance sheets will create challenges on this point. As we begin to explore options to modernize our financial regulatory structure, it is important that our new structure allows financial institutions to play an essential role in the U.S. economy by providing a means for consumers and businesses to save for the future, protect and hedge against risk, and promote lending opportunities. Again, Mr. Chairman, I thank you for holding this hearing. I look forward to working with you and others on these issues."
"Senator Johnson","Senator Merkley. And I encourage members to be brief since there are seven panelists and many questions to be asked."
"STATEMENT OF SENATOR JEFF MERKLEY",""
"Senator Merkley","Thank you very much, Mr. Chair, for holding this hearing on the state of the banking industry. I want to be very clear that I am concerned about the effect of this crisis on our community banks. Our national economic crisis was sparked by the preemption of State predatory lending laws, the sale of mortgages, and certainly the securitization of these mortgages by Wall Street. But it is our community banks who have been hit with repeated FDIC assessments, who have seen asset values fall, and who have seen their regulators tighten the noose. Unlike institutions that were deemed ``too big to fail,'' our community banks apparently are deemed ``small enough to fail.'' Despite the fact that community banks had little to do with causing our crisis, our community banks have been unable to lend. They are stuck with a Catch-22 situation where private sector investors are unwilling to deploy money unless the banks have TARP money in them, and TARP will not go into small banks out of concern for capitalization. Instead, the small banks are told to raise more money. I was very skeptical of TARP when first authorized because I felt it was focused too much on our Nation's largest banks. Now, given the crisis we are facing in Oregon and across the Nation, it is apparent that we need to speed credit access to the economy, and I believe that we need to support the recapitalization of our community banks as one of the best ways to get capital flowing to Main Street and get job growth started in our economy. Mr. Chair, over the next days and weeks, I will look forward to working with you and members of the Subcommittee and full Committee to figure out ways to break this gridlock and get capital flowing back to our community banks."
"Senator Johnson","Senator Bunning."
"STATEMENT OF SENATOR JIM BUNNING",""
"Senator Bunning","I have no opening statement. I want to get to questions. Thank you."
"Senator Johnson","Thank you."
"STATEMENT OF SENATOR MARK WARNER",""
"Senator Warner","I know we have got a lot of panelists. I will wait for my questions as well."
"Senator Johnson","Senator Brown."
"STATEMENT OF SENATOR SHERROD BROWN",""
