"Speaker","Speech"
"Chairman Dodd","The Committee will come to order. Senator Shelby will be along in a minute or so, and we will just get underway because I know people have busy schedules for the day. How we will proceed is I will make some opening comments, and when Senator Shelby comes on in, obviously he will have some opening comments to make. And then given the number of people here this morning, I am going to go right to our witnesses and then ask my colleagues' indulgence to use their time for opening statements on the matter as well as getting to the questioning; otherwise, we might be here an hour and a half before we got to questioning. So depending on--Richard, how are you?"
"Senator Shelby","Good morning."
"Chairman Dodd","Good morning. I was just saying both of us will make opening statements, then get right to our witnesses, if that is all right with you."
"Senator Shelby","Sure."
"Chairman Dodd","And then we will proceed along the lines, and, again, we will try and keep the questioning somewhat limited in time so we can get to everyone here this morning. Well, this morning the Committee comes together to examine what went wrong with American International Group, what lessons can be drawn from this situation, and where the Government overseers are headed. We have before us representatives from the State and Federal regulators of this insurance giant, as well as the Federal Reserve that decided to launch the Government rescue of AIG last September. I want the Committee to be aware that we invited the Treasury Department to send a witness to testify here this morning, but they are unable to send anyone to the Committee this morning. And given the Treasury's increasing responsibilities, effectively the owner and overseer of AIG-- although that issue is one we will discuss this morning as to actually where that ownership lies--I regret the Treasury did not have someone here this morning. In fairness to them, they are in a transitional period and obviously putting a team together, and so I think there is some respect for whether or not they have the personnel on hand to be here. But, nonetheless, I would be remiss if I did not say that I am not pleased by the fact that we do not have someone here from Treasury to do some explaining as to what their role in this is and what role there will be in the coming weeks and months in all of that. Obviously, again, my colleagues are as aware of these statistics as anyone. We have 10,000 foreclosures a day in the country--these numbers get repeated all the time--20,000 layoffs each and every day happening all across our country. I think all of us wish we were here today instead talking about how to help those struggling to get by through no fault of their own, not an institution indebted to sophisticated investors who should have known better and in many cases did know better. Instead we are here in the wake of the fourth plan to rescue AIG, once again committing tens of billions of dollars to a massive, failed institution, because, as reported recently last week, it effectively ``has the world financial system by the throat.'' And that we find ourselves in this situation at all is, in my mind, and the minds of many of my constituents, quite frankly, sickening. How did we come to this? That is the question this Committee seeks to answer today. Certainly there are an awful lot of reasons. If the financial meltdown was a man-made disaster due in part to bad mortgages, then AIG's collapse was predicated in part on the company's decision to essentially ensure securities backed by those mortgages and sell those derivatives to speculators, thus encouraging more and more risky investments. When the credit markets seized up last September, AIG found itself on the verge of bankruptcy. In the wake of the decision by then-Secretary Paulson and Fed Chairman Bernanke to allow Lehman Brothers to declare bankruptcy, the Federal Reserve decided to exercise its authority as lender of last resort by lending AIG up to $85 billion. In exchange, the Government took approximately 80-percent ownership of AIG, effectively taking over the company. At the time, the Fed, in their report required by Congress, told this Committee that they did not believe this deal with result in any ``net cost to the taxpayers.'' With that rosy projection, AIG went on to have the single worst quarter of any corporation in American history, losing over $60 billion. That effectively means that during the final 3 months of last year, after the Government had effectively taken it over, AIG lost more than $450,000 per minute, every minute of every day. And while the Federal Reserve and then-Secretary Paulson continued to provide additional Government funds to the company, the AIG ordeal has now required the taxpayers to put up upwards of $150 billion to keep the company from bankruptcy. Indeed, the Fed has provided another almost $40 billion to AIG through two separate Fed-owned and operated special purpose vehicles: Maiden Lane II and Maiden Lane III. Maiden Lane II was designed to absorb the problems associated with AIG's secured lending facility, which State insurance commissioners allowed to be heavily leveraged to mortgage-backed securities, the value of which, of course, disintegrated. Maiden Lane III was designed to absorb the losses AIG incurred through writing credit default protection against mortgage-backed securities in AIG's Financial Products office, which was not directly regulated. It was through that facility that the Fed has paid out at par the holders of credit default swaps and corresponding securities, and it is reasonable to ask why holders who would have received only pennies on the dollar for their credit default swaps, absent any Government intervention, would expect or deserve payments from what essentially is a bankrupt company. It is not clear who we are rescuing, whatever remains of AIG or its trading partners. This Committee would like to know, and the taxpayers certainly have a right to know who they are effectively funding and how much they have already been given. Again, AIG's trading partners were not innocent victims here. They were sophisticated investors who took enormous irresponsible risk with the blessing of AIG's AAA rating. The lack of transparency and accountability through this process has been rather stunning. Throughout the entire fourth quarter last year, it was, frankly, never clear who owned AIG or who was in charge. It is well documented that AIG management was allowed to pay extravagant bonuses. Their employees went on some trips all over the world. Little wonder it took almost 5 months for the Fed to select a single trustee to manage the Government's interest in AIG, and during that time it seems clear the foxes were truly guarding the henhouse. So to say we have questions would be an understatement, to put it mildly. What were the State insurance commissioners doing while AIG was building up this large exposure in the secured lending program which was under their watch? Where was the Office of Thrift Supervision as AIG's holding company regulator throughout all of this? What coordination occurred between the Fed, the OTS, and the State insurance regulators? Was there any coordination at all, in fact? And, finally, who has been in charge of AIG these last few months, and who will be going forward? Who is in charge, in effect? Unwinding AIG's assets will be extraordinarily difficult, to put it mildly, and it is certainly not going to happen overnight, regretfully. And for months the Fed and Secretary Paulson of Treasury were, it seemed to me, pointing fingers at each other. It is time someone assumed responsibility for the Government's ownership of AIG. I have many questions--and I know my colleagues do--for Treasury, and, again, I regret they are not here this morning. I encourage Members to submit questions directed to them for the record, as I will be doing, and submit them for answers. One question that already has a clear answer is why we need a vibrant insurance industry, and I would add that many in the industry, including many of those in my home State, are as aghast at AIG's behavior as all of us are. If credit is the lifeblood of our economy and a healthy banking system is the heart that pumps credit to our economy, then our insurance industry are the lungs that provide the oxygen we need to make sure that credit flows. For businesses to function and create jobs, they need access to insurance to protect those investments. That requires a robust insurance industry capable of providing insurance on fair and sound terms, to allow construction projects to be built, businesses to employ workers, and families to ensure against unexpected events. As such, we are here today not just to better protect the taxpayer funds that have been put at risk to prop up AIG, but also to draw upon this experience and examine what our future regulatory structure must look like so that insurance will be readily available, consumers and policy holders would be adequately protected, and our Nation's economy can be rebuilt. With that, I turn to my colleague from Alabama, Senator Shelby."
"STATEMENT OF SENATOR RICHARD C. SHELBY",""
"Senator Shelby","Thank you, Mr. Chairman. The collapse of the American International Group is the largest corporate failure in American history. Once a premier global insurance and financial services company, with more than $1 trillion in assets, AIG lost nearly $100 billion last year. Over the past 5 months, it has been the recipient of four bailouts. To date, the Federal Government has committed to provide approximately $170 billion in loans and equity. Given the taxpayers' dollars at stake and the impact on our financial system, this Committee has an obligation to thoroughly examine the reasons for AIG's collapse and how Federal regulators have responded. I also hope that today's hearing will shed new light on the origins of our financial crisis as well as inform our upcoming discussions on financial regulatory reform. In reviewing our witnesses' testimony here today and AIG's public filings, it appears that the origins of AIG's demise were twofold: First, as has been widely reported, AIG suffered huge losses on credit default swaps written by its Financial Products subsidiary on collateralized debt obligations. AIG's problems, however, were not isolated to its credit default swap business. Significant losses in AIG's State- regulated life insurance companies also contributed to the company's collapse. Approximately a dozen of AIG's life insurance subsidiaries operated a securities lending program whereby they loaned out securities for short periods in exchange for cash collateral. Typically, an insurance company or bank will lend securities and reinvest the cash collateral in very safe short-term instruments. AIG's insurance companies, however, invested their collateral in riskier long-term mortgage-backed securities. And although they were highly rated at the time, approximately half of them were backed by subprime and Alternate-A mortgage loans. When the prices for mortgage-backed securities declined sharply last year, the value of AIG's collateral plummeted. The company was rapidly becoming unable to meet the demands of borrowers returning securities to AIG. By September, it became clear that AIG's life insurance companies would not be able to repay collateral to their borrowers. Market participants quickly discovered these problems and rushed to return borrowed securities and get back their collateral. Because AIG was unable to cover its obligations to both its securities lending and derivatives operations, it ultimately had to seek Federal assistance. In total, AIG's life insurance companies suffered approximately $21 billion in losses related to securities lending in 2008. More than $17 billion in Federal assistance has been used to recapitalize the State-regulated insurance companies to ensure that they are able to pay their policy holders' claims. In addition, the Federal Reserve had to establish a special facility to help unwind AIG's securities lending program. The causes of AIG's collapse raise profound questions about the adequacy of our existing State and Federal financial regulatory regimes. With respect to AIG's derivatives operations, the Office of Thrift Supervision was AIG's holding company regulator. It appears, however, that the OTS was not adequately aware of the risks presented by the companies credit default swap positions. Since AIG's Financial Products subsidiary had operations in London and Hong Kong, as well as in the U.S., it is unclear whether the OTS even had the authority to oversee all of AIG's operations. It is also unclear whether OTS had the expertise necessary to properly supervise what was primarily an insurance company. Additionally, did AIG life insurance companies obtain the approval of their State regulators before they participated in securities lending? If so, why did the State insurance regulators allow AIG to invest such a high percentage of the collateral from its securities lending program in longer-term mortgage-backed securities? Also, did the insurance regulators coordinate their oversight of AIG's securities lending since it involved life insurance regulated by at least five different States? While I hope we can get some answers to these and many other questions today, I believe we are just beginning to scratch the surface of what is an incredibly complex and, on many levels, a very disturbing story of malfeasance, incompetence, and greed. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you very much, Senator Shelby. And as I mentioned earlier, we will go right to our witnesses, and then we will get to the question period. Our first witness is Donald Kohn, Vice Chairman of the Board of Governors of the Federal Reserve, who has been before this Committee many times, and we thank you for being with us this morning. As many people know, before becoming a member of the Board, he served on its staff in various positions, including Secretary of the Federal Open Market Committee, Director of the Division of Monetary Affairs, and Deputy Staff Director for Monetary and Financial Policy. Next we have Mr. Scott Polakoff. He is the Acting Director and the Senior Deputy Director and Chief Operating Officer of the Office of Thrift Supervision. Prior to his work at OTS, Mr. Polakoff assumed a variety of positions at the FDIC, including Deputy Regional Director. And, finally, we will hear from Superintendent Eric Dinallo, who is the Superintendent of the New York State Insurance Department. Prior to this appointment, Mr. Dinallo was general counsel for Willis Group Holdings, the world's third largest insurance broker. We welcome him to the Committee. Thank you for being with us this morning. Mr. Kohn, we will begin with you."
"STATEMENT OF DONALD KOHN, VICE CHAIRMAN, BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM",""
"Mr. Kohn","Thank you, Mr. Chairman. Chairman Dodd, Ranking Member Shelby, other Members of the Committee, I appreciate having this opportunity to discuss the role of the Federal Reserve in American International Group. My written testimony provides full detail about the support the Federal Reserve, working alongside the Treasury, has given AIG and the reasons for each of our actions. In my oral statement this morning, I would like to touch on the broader themes and provide the context that underlay the actions. Over the past year-and-a-half, this Committee, the Congress, the Treasury, and financial regulators have all been dealing with the ongoing disruptions and pressures engendered by an extraordinary financial crisis. The weaknesses at financial institutions, resulting constraints on credit, declines in asset prices, and erosion of household and business confidence have in turn led to a sharp weakening in the U.S. economy. In addition to the extraordinary assistance provided by the Congress in approving the Emergency Economic Stabilization Act last fall and implemented by the Treasury, the Federal Reserve has employed all the tools at our disposal to break this spiral and help address the many challenges of the crisis and its effects on the economy. One of the most important tools of the Federal Reserve is our authority under section 13(3) of the Federal Reserve Act to lend on a secured basis under ``unusual and exigent'' circumstances to companies that are not depository institutions. And since last fall, in order to foster the stability of the financial system and mitigate the effects of ongoing financial stresses on the economy, we have used that authority to help to stabilize the financial condition of AIG. My full written statement provides a detailed chronology of our actions. I want to put these actions and the reasons for them in context. AIG is the largest insurance company in the United States, controlling both the largest life and health insurer and the second largest property and casualty insurer. It is also one of the largest insurance companies in the world, conducting insurance and finance operations in more than 130 countries, with more than 74 million customers and 116,000 employees globally, including 30 million customers and 50,000 employees in the U.S. As of September 30, 2008, it reported consolidated total assets of slightly more than $1 trillion; it is also the major provider of guaranteed investment contracts and products that protect participants in 401(k) retirement plans. In addition, AIG is the leading commercial insurer in the U.S., insuring operations on more than 180,000 entities. Thus, millions of individual small businesses, municipalities, and corporate customers in the United States rely on AIG for insurance protection on their lives, homes, vehicles, business operations, pensions, investments, and other insurance risks. But AIG is more than just a large insurance company. AIG has been a major participant in many derivatives markets through its Financial Products business unit. Unlike its regulated insurance company affiliates, Financial Products and its activities are not regulated. Financial Products is the counterparty on over-the-counter derivatives to a broad range of hundreds of customers, including many major national and international financial institutions, U.S. pension plans, stable value funds, and municipalities. Financial Products also provided credit protection through credit default swaps it has written on billions of dollars of multi-sector collateralized debt obligations. While Financial Products has been winding down and exiting many of its trades, it continues to have a very large notional amount of derivatives contracts outstanding with numerous counterparties. And it is against this background that the Federal Reserve and the Treasury Department have taken a series of unusual actions to stabilize the company and prevent its disorderly collapse from infecting the broader financial system. These actions have entailed very difficult and uncomfortable decisions for a central bank, as well as the Treasury, because they involved addressing systemic problems created largely by poor decisionmaking by the company itself. Moreover, many of these decisions involved an unregulated business entity that exploited the strength, and threatened the viability, of affiliates that were large, regulated entities in good standing. However, we believe we had no choice if we are to pursue our responsibility for protecting financial stability. Our judgment has been and continues to be that, in this time of severe market and economic stress, the failure of AIG would impose unnecessary and burdensome losses on many individuals, households, and businesses, disrupt financial markets, and greatly increase fear and uncertainty about the viability of our financial institutions. Thus, such a failure would deepen and extend market disruptions and asset price declines, further constrict the flow of credit to households and businesses in the United States and in many of our trading partners, and materially worsen the recession our economy is enduring. To mitigate these risks, the Treasury felt compelled to provide equity capital to AIG and the Federal Reserve to provide liquidity support backed by the assets of AIG. We have restructured our assistance in response to changing economic conditions and, as needed, to mitigate potential risks. These restructurings reflect our continued belief that the disorderly failure of AIG during this period of severe economic stress would harm numerous consumers, municipalities, small businesses, and others who depend on AIG protection, and it would deepen the current economic recession. Taking these actions, we are also committed to protecting the interests of the U.S. Government and the taxpayer. Thank you very much. I would be pleased to take your questions."
