"Speaker","Speech"
"Chairman Dodd","The Committee will come to order, and thank you, Secretary Barr, for being with us, and I thank my colleagues for being here this morning. The title of our hearing this morning is ``Examining Proposals to Enhance the Regulation of Credit Rating Agencies,'' and let me just say briefly--I want to make a few brief opening comments, then turn to Senator Shelby and, with the approval of my colleague from Alabama, ask Jack Reed if he wants to make a quick opening--he has done a tremendous amount of work on this, as has Senator Shelby, by the way--some opening comments on this as well. We had planned to do this at the subcommittee level, but there was such interest in the subject matter that we made it a full Committee hearing. I should just point out to my colleagues, beginning in March of 2006, under the leadership of Senator Shelby, we had a hearing in March on this subject matter, in September 2007, when I became Chairman, on the rating agencies. We had a hearing on the rating agencies April 22, 2008. We had hearings on March 10th and March 26th; they were broader hearings, but we spent a lot of time on the rating agency subject matter. So over the last 3 years--one, two, three, four, five--this will be the sixth hearing that focused a lot on rating agencies. This will be our last hearing before coming back in September, and I just want to thank not only my colleagues, I want to thank our staffs. We have worked it pretty hard on this thing here. This is, I think, our 29th or 30th hearing since January 20th, and just this week alone, we had two. We have had 15 hearings on this subject matter alone in the last 4 weeks. And I know that is exhausting for staff, who have worked very hard for these things, and Members, I know with all the other work we have and all the other discussions going on, but it has been tremendously worthwhile, and virtually all of these have been to try and determine what is the best course for us to follow as we try and craft what will be maybe the most important piece of legislation this Committee will deal with or has dealt with in decades, and that is the modernization of financial regulations. So it has been tremendously worthwhile, and I want to thank our witnesses as well, from the Administration as well as the private sector and academia and others who have come before the Committee. There are literally dozens who have who have shared their thoughts and ideas, and we are all very, very grateful for that input as we will now begin the process of trying to take those ideas and incorporate them into some sound legislative proposals. Senator Shelby and I are determined to have this be a very inclusive process. For all of our colleagues who are interested, you are invited to be at that table as we try and bring these ideas together and come out with a proposal that we all can embrace. And there will be points when we will have some disagreements, I am sure, but at least as I have listened to all of this, I think we are going to be in agreement far more than disagreement on matters, and I find that very encouraging as we go forward. So I wanted to share those thoughts, and I will ask the consent that the list of our hearings over 2009 be included in the record for those who may want to see it . On the subject matter before us today, let me just say that this hearing on rating agencies--and, again, others may have different views on all of this, but there are two areas, we all know, that share in culpability for all the problems that we have seen unfold in our economy. But two areas alone I think deserve special recognition for the problems. One was, of course, the failure to regulate these brokers who were out marketing and promoting products that they knew were going to create a problems, that there was no way the borrowers were going to be able to meet the fully indexed price of these mortgages, and yet were luring people into it, getting paid, and selling off, and, of course, covering themselves financially, but literally knowing full well that this was going to create a bubble that was going to come back to haunt us. And the second is the rating agencies. This is to me stunning in a way that agencies that hold themselves out--in fact, I was looking this morning, just sharing with Senator Shelby here, and I will not--this is not the witnesses before us today that it fits, but a major rating agency--and let me just read--this is the Web site this morning. This is not the Web site of 4 years ago. The top of the Web site, the name of the agency: ``Independent credit ratings, indices, risk evaluation, authoritative, objective, and credible.'' I mean, in a sense, first of all, risk evaluation, all they were doing is being paid by the very people they were rating. Never bothered to do due diligence at all to determine whether or not these products were as creditworthy as they were claiming to be. And yet still to this day it is suggesting somehow that they are independent, conducting risk evaluation at all. Quite the opposite. And so this is an area where I think there is a lot of shared views on what we need to be doing. You will hear about that. But I was just this morning asked to pull up this Web site, and once again find that, despite all that has been said, despite six hearings on the subject matter--and none of us have yet the simple, quick answer on how we move in a different direction. But, clearly, the present situation cannot last. So this is an area which will clearly be a part of our legislation and one that is deserving of some real attention in the coming days. But, again, I thank my colleagues for their work on this subject matter, and they ought to be--these companies need to be providing independent research and in- depth credit analysis on their Web sites, which is not the case today. So let me turn to Senator Shelby for some opening comments and then Jack Reed for any thoughts he has, and then we will get to our witnesses."
"STATEMENT OF SENATOR RICHARD C. SHELBY",""
"Senator Shelby","Thank you, Mr. Chairman. The nature of today's credit rating industry reflects decades of regulatory missteps rather than market preferences. Over the years, the Government granted special regulatory status to a small number of rating agencies and protected those firms from potential competitors. Beginning in 1975, the Securities and Exchange Commission began embedding NRSRO ratings into certain key regulations. Once credit ratings acquired regulatory status, they crept into State regulations and private investment guidelines. The staff of the SEC controlled access to the prized National Recognized Statistical Rating Organization, or NRSRO, designation by subjecting potential entrants to a vague set of criteria and an incredibly slow timeline. The SEC did little to oversee the NRSROs once so designated. Nevertheless, because of the doors they open, ratings from an NRSRO became an excuse for some investors to stop doing their own due diligence that Senator Dodd alluded to. Widespread overreliance on ratings meant that the effects of poor quality or inadequately updated ratings could ripple through the markets. By encouraging reliance on a small number of big credit rating agencies, bureaucrats at the SEC exposed the economic system to tremendous risk. Our current financial crisis, which was caused in part by the credit rating agencies' failure to appreciate the risk associated with complex structured products, demonstrates just how big that systemic risk was. The troubles caused by the SEC's flawed regime, however, did not come as a surprise. Several years ago, when I was Chairman of this Committee, we acted to address the problem after the SEC failed to take action on its own. I felt then that the industry's heavy concentration and high profits were symptoms of an industry in serious need of reform. We then passed the Credit Rating Agency Reform Act of 2006, as Senator Dodd mentioned. The act set forth clear standards for the NRSRO application process. It also gave the SEC authority to regulate disclosures and conflicts of interest, as well as unfair and abusive practices. Unfortunately, the law we passed in 2006 did not have time to take root before the problems that they were intended to remedy took their toll. The SEC adopted rules pursuant to that legislation in June of 2007. Over the following months, the number of NRSROs doubled, just as the performance of many highly rated subprime securities revealed that such securities were not as safe as the rating agencies said they were. Today, we will consider a legislative proposal by the Administration and others to revisit the regulation of credit rating agencies. In determining whether new legislative steps are required, I believe we should keep in mind that the 2006 reforms are still working their way through the system. That does not mean, however, that we should not consider further changes. Every option should be on the table. One option is to remove rating mandates from regulations. Another is materially improving disclosure. As with any regulatory reform, however, we must also be mindful of unintended consequences. I strongly believe that the credit rating agencies played a pivotal role in the collapse of our financial markets. Any regulatory reform effort must take that into consideration, and I believe we will. Thank you, Mr. Chairman."
"Chairman Dodd","Thank you very much, Senator Shelby. And as I mentioned, I want to commend our colleague and the former Chairman of the Committee. Senator Shelby really was early on involved in the subject matter. He and Paul Sarbanes I think worked together on that matter and did great work. He has been followed in that effort by Jack Reed, and I want to thank Jack publicly here for, as the Subcommittee Chair, dealing with these matters, and he has worked very, very hard in developing some legislative proposals which we invite all of our colleagues to take a look at and to consider as part of our overall financial modernization bill. But he has been tremendously helpful, and I want to again publicly thank Jack Reed for his work. Jack, any thoughts on this?"
"STATEMENT OF SENATOR JACK REED",""
"Senator Reed","Thank you, Mr. Chairman. I want to thank you for not only holding this hearing, but also your efforts to reform financial institution regulation. I particularly want to commend Senator Shelby because it was his leadership really in 2006 that first gave the SEC the clear authority to begin to regulate the credit rating agencies. In effect, the credit rating agencies are so central to investor decisions that it is comparable to the Good Housekeeping Seal of Approval. To expect a municipal finance director in a small town to be able to do due diligence, to make sure he has the AAA rating, is asking a lot. So we depend significantly on the rating agencies, and as evidence suggests, part of our current economic problems were a result of ratings that were not substantiated over the long run. What I believe we have to do is to give legislative support to the SEC's efforts to focus on transparency through enhanced disclosure, and also to counteract the appearance or substance of conflict of interest. And the legislation that I propose and in many respects that is reflected in the Administration's proposal would do that. There is one other issue that I have included in my legislation; that is, to change the pleading standard in securities cases so that a plaintiff could at least reach the discovery stage with respect to a credit rating agency to see if, in fact, their behavior was reckless. And we do not change the overall 10(b)-5 standard, which is a very, very high bar for liability. But effectively today, under the securities laws, it is very difficult for a plaintiff to even get to discovery to see what, in fact, went on with the rating. And I think this was something that we should pursue. Mr. Chairman, thank you and I look forward to the witnesses."
"Chairman Dodd","Thank you very much, Senator Reed, and we thank you again for your work in this matter. We look forward to your questions, again. And as I said at the outset, instead of helping people understand risk, it was hiding risk, in effect, too often and relying on the people who paid their salaries. And it has much to do with the market failure as anything else I can think of, the rating agencies, and the dependency that people had on them. So, clearly, there is a need for our attention. So, with that, Mr. Barr, Mr. Secretary, we look forward to your testimony."
"STATEMENT OF MICHAEL S. BARR, ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS, DEPARTMENT OF THE TREASURY",""
"Mr. Barr","Thank you very much, Chairman Dodd, Ranking Member Shelby. It is a pleasure to be back here today with you and the other Members of the Committee to talk about the Administration's plan for financial regulatory reform. As you know, on June 17th, President Obama unveiled a sweeping set of regulatory reforms to lay a foundation for a safer, more stable financial system. We have sent up draft legislation for your consideration in most of the areas covered by that proposal, and in the weeks since the release of those proposals, we have worked with you and your staffs on testimony and briefings on a bipartisan basis to explain and refine the legislation. Today, I would like to focus on credit ratings and credit rating agencies and the role that they played in creating a system where risks built up without being accounted for or properly understood, and how these ratings contributed to a system that proved far too fragile in the face of changes in the economic outlook and uncertainty in our financial markets. This Committee has provided strong leadership to enact the first registration and regulation of rating agencies in 2006 under Senator Shelby's leadership, and Chairman Dodd, Ranking Member Shelby, Senators Reed and Bunning have continued that tradition going forward. The proposals that I will discuss today build on that already strong foundation of this Committee's work. It is worthwhile to begin our discussion of credit ratings with a basic explanation of the role they play. Rating agencies solve a basic market failure. In a market with borrowers and lenders, borrowers know more about their own financial prospects than lenders do. And especially in the capital markets, where a lender is likely purchasing a small portion of the borrower's debt in the form of a bond or asset-backed security, it can be inefficient for all lenders to get the information they need to evaluate the creditworthiness of the borrower. Lenders will not lend as much as they otherwise might, especially to lesser known borrowers such as smaller municipalities, or they will offer significantly higher rates. Credit rating agencies provide a rating based on scale economies, access to information, and accumulated experience. At the same time, credit ratings played a key role, a key enabling role in the buildup of risk in our system and contributed to the deep fragility that was exposed in the past 2 years. The current crisis had many causes, but a major theme was that risk--complex and often misunderstood--built up in ways that supervisors, regulators, market participants did not, could not monitor, prevent, or respond to effectively. Rapid earnings from growth driven by innovation overwhelmed the will or the ability to maintain robust internal controls and risk management systems. Rating agencies have a long track record evaluating the risks bonds, but evaluating structured financial products is a fundamentally different type of analysis. Asset-backed securities represent a right to the cash-flows from a large bundle of smaller assets. Certain asset-backed securities also rely ``tranching''-- the slicing up of potential losses--and this process relies on quantitative models that can produce and did produce any desired probability of default. Credit ratings lacked transparency with regard to the true risks that a rating measured and the core assumptions that informed the rating and the potential conflicts of interest in generating that rating. This was particularly acute for ratings on asset-backed securities, where the concentrated systemic risk are quite different from the more idiosyncratic risks of corporate bonds and are much more sensitive to the underlying assumptions. Investors relied on the rating agencies' assessment of risk across instruments, and they saw those risks as remarkably similar, despite the complex and different securities underlying the assets. Ultimately, this led to serious overreliance on a system for rating credit that was neither transparent nor free from conflict. And when it turned out that many of the ratings were overly optimistic, to say the least, it helped bring down our financial system during the financial crisis. We do need fundamental reform. The Administration's plan focuses on a series of additional measures in three key areas: transparency, reduction of rating shopping, and addressing conflicts of interest. It recognizes the problem of overreliance and calls for reducing the ratings usage wherever possible. With respect to transparency, we would call first for better transparency in the rating agency process itself as well as stronger disclosure requirements in securitization markets more broadly. We would require transparency with respect to qualitative and quantitative information underlying the ratings so that investors can carry out their own due diligence more effectively. Mr. Chairman, I see that my time is up. Would you mind if I take a couple more moments to outline the key proposals?"
"Chairman Dodd","No. Go ahead."
